StudentID,Gender,Year_02,Kinder_Age,Disability,NCCD-Funded,01.SES,02.SES,NumSibling,SiblingOrder,NumAbvYear9,NumAbvDiploma,NumProf,Burt-01-SOY,Burt-01-EOY,Clay-01-SOY,Clay-01-EOY,TextLevel-01-SOY,TextLevel-01-MOY,TextLevel-01-EOY,TextLevel-02-SOY,TextLevel-02-MOY,TextLevel-02-EOY,WritingVocab-01-SOY,HRSIW-01-SOY,Counting-01,Counting-02,Place Value-01,Place Value-02,Addition and Subtraction-01,Addition and Subtraction-02,Multiplication and Division-01,Multiplication and Division-02,Year3_Writing_At_Risk,Burt-01-ROC,Clay-01-ROC,TextLevel-01-ROC,TextLevel-02-ROC,TextLevel-01-02-ROC,Year3_Writing_At_Risk_N,Counting-02-ROC,Place Value-02-ROC,Addition and Subtraction-02-ROC,Multiplication and Division-02-ROC,Gender_N,Disability_N
SN38672023,Female,2020,4.9,Disability_Non-disable,0,109,109,1,1,1,1,0,23,33,2,0,13,18,20,20,21,25,16,33,1,2,1,2,1,2,1,2,True,43.48,-100.0,53.85,25.0,25.0,1,100.0,100.0,100.0,100.0,0,1
SN99008886,Male,2016,5.4,Disability_Non-disable,0,120,120,2,1,2,1,2,32,35,1,0,15,13,18,23,27,28,26,39,2,2,1,2,1,1,0,1,False,9.38,-100.0,20.0,21.74,55.56,0,0.0,100.0,0.0,1.0,1,1
SN76666385,Male,2018,5.6,Disability_Non-disable,0,120,120,1,1,0,0,0,29,35,0,1,12,15,21,20,25,27,31,36,3,5,1,2,2,3,2,2,False,20.69,1.0,75.0,35.0,28.57,0,66.67,100.0,50.0,0.0,1,1
SN42668226,Female,2016,5.4,Disability_Non-disable,0,114,114,4,1,1,1,0,19,30,0,0,12,17,19,23,23,30,36,35,2,2,1,1,1,2,0,2,True,57.89,0.0,58.33,30.43,57.89,1,0.0,0.0,100.0,2.0,0,1
SN78884251,Female,2017,5.3,Disability_Non-disable,0,89,89,4,4,2,0,0,16,32,6,13,2,6,17,23,25,31,16,22,0,2,1,2,2,2,0,1,False,100.0,116.67,750.0,34.78,82.35,0,2.0,100.0,0.0,1.0,0,1
SN55580282,Male,2021,5.1,Disability_Cognitive,0,102,97,2,1,2,2,1,18,32,0,0,8,12,18,23,27,31,23,31,3,2,1,2,1,2,2,2,False,77.78,0.0,125.0,34.78,72.22,0,-33.33,100.0,100.0,0.0,1,0
SN40726657,Female,2016,5.6,Disability_Non-disable,0,101,101,2,2,2,1,1,17,50,0,0,10,16,27,30,29,28,31,27,4,5,2,3,4,4,0,3,False,194.12,0.0,170.0,-6.67,3.7,0,25.0,50.0,0.0,3.0,0,1
SN29933760,Female,2020,5.6,Disability_Non-disable,0,109,109,2,1,2,2,1,42,53,0,0,27,31,29,30,31,30,26,47,1,2,1,2,3,3,0,2,False,26.19,0.0,7.41,0.0,3.45,0,100.0,100.0,0.0,2.0,0,1
SN74201586,Male,2017,5.5,Disability_Cognitive,0,89,89,6,3,2,1,0,0,13,0,13,1,4,7,7,12,12,3,7,0,1,0,1,1,2,1,2,True,13.0,13.0,600.0,71.43,71.43,1,1.0,1.0,100.0,100.0,1,0
SN63347194,Female,2020,5.3,Disability_Non-disable,0,101,101,2,2,2,0,0,20,30,2,3,15,21,24,28,27,28,39,39,4,4,1,2,1,2,2,0,False,50.0,50.0,60.0,0.0,16.67,0,0.0,100.0,100.0,-100.0,0,1
SN61221317,Male,2018,5.5,Disability_Non-disable,0,95,95,3,1,2,0,2,20,27,0,2,14,18,18,22,25,30,24,38,1,2,1,1,2,3,2,2,True,35.0,2.0,28.57,36.36,66.67,1,100.0,0.0,50.0,0.0,1,1
SN81528656,Female,2018,5.2,Disability_Non-disable,0,112,112,2,2,2,2,2,18,32,1,0,11,10,18,16,26,26,9,26,1,2,1,2,1,2,2,3,False,77.78,-100.0,63.64,62.5,44.44,0,100.0,100.0,100.0,50.0,0,1
SN93644105,Female,2018,5.2,Disability_Non-disable,0,88,88,2,1,1,1,0,29,30,0,0,9,13,21,22,26,28,23,31,2,2,1,2,1,1,0,2,False,3.45,0.0,133.33,27.27,33.33,0,0.0,100.0,0.0,2.0,0,1
SN93046936,Female,2018,5.3,Disability_Cognitive,1,101,101,3,1,2,0,0,11,22,4,16,4,16,14,8,15,22,1,15,0,3,0,1,0,2,0,1,True,100.0,300.0,250.0,175.0,57.14,1,3.0,1.0,2.0,1.0,0,0
SN37402811,Female,2018,5.4,Disability_Non-disable,0,95,95,2,2,1,0,1,15,28,4,0,10,13,16,17,21,26,15,23,1,2,1,1,1,1,2,1,False,86.67,-100.0,60.0,52.94,62.5,0,100.0,0.0,0.0,-50.0,0,1
SN06257745,Male,2017,5.3,Disability_Physical,0,97,97,2,1,2,2,2,44,61,0,0,24,22,30,25,28,27,27,37,3,4,2,3,4,4,2,2,False,38.64,0.0,25.0,8.0,-10.0,0,33.33,50.0,0.0,0.0,1,2
SN35015769,Male,2020,5.7,Disability_SocialEmotional,1,95,95,2,1,2,1,0,18,39,0,0,14,21,22,23,24,28,8,35,3,4,1,2,2,4,2,3,True,116.67,0.0,57.14,21.74,27.27,1,33.33,100.0,100.0,50.0,1,4
SN70939063,Male,2017,5.0,Disability_Cognitive,1,89,89,5,2,2,0,0,2,22,1,11,0,2,12,13,17,25,1,1,1,2,0,1,0,1,0,2,True,1000.0,1000.0,12.0,92.31,108.33,1,100.0,1.0,1.0,2.0,1,0
SN33070626,Male,2020,6.1,Disability_Cognitive,0,95,95,2,1,1,0,0,2,31,0,15,4,14,16,22,21,25,12,27,0,2,1,1,1,2,1,2,True,1450.0,15.0,300.0,13.64,56.25,1,2.0,0.0,100.0,100.0,1,0
SN52448125,Male,2017,5.5,Disability_Non-disable,0,101,101,3,1,2,1,2,59,96,0,0,30,31,30,32,30,30,48,38,4,5,2,3,5,5,3,3,False,62.71,0.0,0.0,-6.25,0.0,0,25.0,50.0,0.0,0.0,1,1
SN04824277,Female,2018,4.8,Disability_Non-disable,0,95,95,2,2,2,2,0,34,58,1,1,17,23,29,30,28,32,38,27,3,4,1,2,2,4,1,2,False,70.59,0.0,70.59,6.67,10.34,0,33.33,100.0,100.0,100.0,0,1
SN61057378,Male,2021,5.4,Disability_Non-disable,0,116,104,2,1,2,2,2,24,43,11,14,16,19,26,29,28,31,22,29,1,4,0,2,0,4,0,2,False,79.17,27.27,62.5,6.9,19.23,0,300.0,2.0,4.0,2.0,1,1
SN63654298,Female,2020,5.3,Disability_Cognitive,0,103,103,3,2,2,1,1,44,56,0,0,21,25,27,26,26,28,35,45,1,2,1,2,0,0,0,1,False,27.27,0.0,28.57,7.69,3.7,0,100.0,100.0,0.0,1.0,0,0
SN93249609,Female,2018,6.0,Disability_Non-disable,0,114,114,2,2,0,0,0,25,38,1,0,13,18,20,26,28,29,25,36,2,3,1,2,2,3,1,2,False,52.0,-100.0,53.85,11.54,45.0,0,50.0,100.0,50.0,100.0,0,1
SN49798376,Female,2021,4.8,Disability_Non-disable,0,104,98,2,1,2,2,1,22,40,0,0,12,22,27,28,29,27,19,32,1,2,1,1,1,1,0,2,False,81.82,0.0,125.0,-3.57,0.0,0,100.0,0.0,0.0,2.0,0,1
SN19059379,Female,2017,5.6,Disability_Non-disable,0,101,101,1,1,2,0,0,39,52,0,0,29,27,28,31,29,31,45,41,1,1,2,2,2,2,2,2,False,33.33,0.0,-3.45,0.0,10.71,0,0.0,0.0,0.0,0.0,0,1
SN12397974,Male,2020,5.6,Disability_Cognitive,1,95,95,1,1,1,1,0,14,36,1,15,7,10,16,16,26,28,8,23,1,4,1,2,1,3,1,2,True,157.14,1400.0,128.57,75.0,75.0,1,300.0,100.0,200.0,100.0,1,0
SN47046802,Male,2016,5.6,Disability_Non-disable,0,101,101,1,1,2,0,0,2,30,2,13,5,11,15,16,19,21,14,20,1,1,0,2,2,3,2,2,False,1400.0,550.0,200.0,31.25,40.0,0,0.0,2.0,50.0,0.0,1,1
SN50172172,Male,2020,5.6,Disability_Physical,0,107,107,2,2,2,2,1,17,26,0,13,8,12,19,27,27,31,3,26,2,4,1,1,1,2,2,2,False,52.94,13.0,137.5,14.81,63.16,0,100.0,0.0,100.0,0.0,1,2
SN60307412,Male,2018,5.3,Disability_Cognitive,0,110,110,3,2,2,1,1,21,31,8,0,6,12,21,20,25,29,13,34,2,3,1,2,0,2,0,1,True,47.62,-100.0,250.0,45.0,38.1,1,50.0,100.0,2.0,1.0,1,0
SN22306883,Female,2017,5.0,Disability_Non-disable,0,88,88,3,2,2,0,0,19,24,1,15,13,17,19,21,26,27,15,33,0,2,0,1,1,2,0,1,True,26.32,1400.0,46.15,28.57,42.11,1,2.0,1.0,100.0,1.0,0,1
SN17968890,Male,2018,6.0,Disability_Cognitive,0,114,114,2,2,0,0,0,30,37,0,4,11,15,20,27,27,30,16,23,2,2,1,2,1,1,0,2,False,23.33,4.0,81.82,11.11,50.0,0,0.0,100.0,0.0,2.0,1,0
SN04327858,Male,2020,5.8,Disability_Non-disable,0,116,116,2,1,2,2,2,14,32,9,15,5,7,19,18,20,23,19,33,1,2,1,1,1,3,1,1,True,128.57,66.67,280.0,27.78,21.05,1,100.0,0.0,200.0,0.0,1,1
SN94832431,Male,2020,5.7,Disability_Physical,0,94,94,3,2,2,2,0,17,27,0,17,4,11,13,17,18,25,12,24,1,3,1,2,1,3,1,2,True,58.82,17.0,225.0,47.06,92.31,1,200.0,100.0,200.0,100.0,1,2
SN89217756,Female,2017,5.4,Disability_Non-disable,0,113,113,1,1,1,0,1,27,34,2,0,15,13,23,22,23,28,40,33,2,2,1,2,2,5,2,4,True,25.93,-100.0,53.33,27.27,21.74,1,0.0,100.0,150.0,100.0,0,1
SN78007764,Female,2020,5.6,Disability_Cognitive,1,95,95,3,2,1,0,0,3,19,5,11,1,7,12,10,16,28,4,14,1,3,1,1,1,1,1,1,True,533.33,120.0,1100.0,180.0,133.33,1,200.0,0.0,0.0,0.0,0,0
SN63350672,Male,2018,4.9,Disability_Non-disable,0,88,88,4,4,2,1,0,11,27,0,0,2,10,13,12,16,23,6,29,2,2,1,2,2,2,2,2,False,145.45,0.0,550.0,91.67,76.92,0,0.0,100.0,0.0,0.0,1,1
SN03590887,Male,2018,4.8,Disability_SocialEmotional,1,116,116,4,2,2,2,1,3,29,2,12,1,14,20,24,28,29,10,24,0,2,0,1,0,2,0,1,True,866.67,500.0,1900.0,20.83,45.0,1,2.0,1.0,2.0,1.0,1,4
SN61229625,Male,2017,4.9,Disability_Non-disable,0,97,97,3,2,2,1,0,32,44,0,1,16,20,22,26,26,32,15,35,3,4,1,1,1,1,2,2,False,37.5,1.0,37.5,23.08,45.45,0,33.33,0.0,0.0,0.0,1,1
SN92244595,Male,2016,5.3,Disability_Non-disable,0,101,101,3,2,2,0,2,27,50,0,1,10,16,22,21,25,28,14,35,3,4,2,2,2,3,0,0,False,85.19,1.0,120.0,33.33,27.27,0,33.33,0.0,50.0,0.0,1,1
SN71027218,Male,2016,4.7,Disability_Non-disable,0,120,120,2,2,2,0,1,28,60,1,0,10,12,21,25,27,32,14,40,1,4,1,2,0,4,0,2,False,114.29,-100.0,110.0,28.0,52.38,0,300.0,100.0,4.0,2.0,1,1
SN77592384,Male,2017,4.6,Disability_Cognitive,0,97,97,1,1,0,0,0,28,28,0,1,9,12,16,17,22,22,7,27,2,3,2,1,2,0,2,2,True,0.0,1.0,77.78,29.41,37.5,1,50.0,-50.0,-100.0,0.0,1,0
SN79981458,Male,2017,5.6,Disability_Non-disable,0,101,101,3,2,0,0,0,49,62,0,0,26,28,28,28,31,32,47,37,4,5,2,4,4,5,2,4,False,26.53,0.0,7.69,14.29,14.29,0,25.0,100.0,25.0,100.0,1,1
SN16696050,Female,2020,5.0,Disability_Non-disable,0,103,103,2,1,2,2,2,33,47,0,0,11,19,22,25,25,30,22,32,0,2,0,1,1,1,1,2,False,42.42,0.0,100.0,20.0,36.36,0,2.0,1.0,0.0,100.0,0,1
SN26616685,Male,2017,5.2,Disability_Non-disable,0,100,100,2,1,0,0,0,23,44,1,0,12,16,18,25,25,28,24,34,1,3,1,2,1,2,1,2,True,91.3,-100.0,50.0,12.0,55.56,1,200.0,100.0,100.0,100.0,1,1
SN35484485,Female,2020,5.5,Disability_Non-disable,0,102,102,3,3,2,2,0,28,35,15,12,14,26,27,24,26,27,35,36,4,4,2,3,3,4,1,2,False,25.0,-20.0,92.86,12.5,0.0,0,0.0,50.0,33.33,100.0,0,1
SN19120531,Male,2020,5.4,Disability_Cognitive,1,95,95,3,3,2,1,1,6,26,0,12,6,13,19,15,17,22,5,18,1,3,1,1,1,2,1,2,True,333.33,12.0,216.67,46.67,15.79,1,200.0,0.0,100.0,100.0,1,0
SN93764095,Female,2020,5.7,Disability_Non-disable,0,113,113,2,2,1,1,1,41,53,0,0,19,28,28,27,30,30,54,50,2,4,1,2,2,5,2,2,False,29.27,0.0,47.37,11.11,7.14,0,100.0,100.0,150.0,0.0,0,1
SN89252365,Male,2018,4.8,Disability_Non-disable,0,120,120,2,2,2,2,2,43,55,0,2,17,18,24,25,27,30,27,37,2,3,1,2,1,2,0,1,False,27.91,2.0,41.18,20.0,25.0,0,50.0,100.0,100.0,1.0,1,1
SN80612894,Female,2020,4.9,Disability_Cognitive,0,91,91,1,1,2,0,0,38,55,1,0,20,23,24,32,29,30,13,45,1,4,1,2,1,3,1,2,True,44.74,-100.0,20.0,-6.25,25.0,1,300.0,100.0,200.0,100.0,0,0
SN73212733,Female,2020,5.5,Disability_Non-disable,0,105,105,2,1,1,1,1,37,45,0,0,26,26,28,27,26,30,48,41,1,2,1,1,2,2,1,2,False,21.62,0.0,7.69,11.11,7.14,0,100.0,0.0,0.0,100.0,0,1
SN98588782,Female,2018,5.0,Disability_Non-disable,0,95,95,3,3,1,1,0,17,28,0,0,11,10,20,19,22,23,30,32,2,3,0,1,1,2,2,2,False,64.71,0.0,81.82,21.05,15.0,0,50.0,1.0,100.0,0.0,0,1
SN34570190,Female,2016,5.7,Disability_Non-disable,0,114,114,2,2,0,0,0,24,36,14,18,9,15,24,29,27,30,38,34,2,4,1,2,2,5,1,3,False,50.0,28.57,166.67,3.45,25.0,0,100.0,100.0,150.0,200.0,0,1
SN33764888,Male,2018,5.1,Disability_Non-disable,0,116,116,3,2,2,2,2,27,33,0,0,8,13,21,25,28,30,29,26,3,5,1,2,2,2,1,2,False,22.22,0.0,162.5,20.0,42.86,0,66.67,100.0,0.0,100.0,1,1
SN17738080,Female,2020,5.3,Disability_Physical,0,104,104,2,2,1,1,1,19,33,9,14,8,10,23,18,25,25,20,36,1,3,1,1,1,2,0,2,True,73.68,55.56,187.5,38.89,8.7,1,200.0,0.0,100.0,2.0,0,2
SN88325987,Female,2016,5.3,Disability_SocialEmotional,0,114,114,3,2,2,0,0,15,28,6,12,5,10,22,17,23,25,22,28,2,2,1,1,0,4,1,2,True,86.67,100.0,340.0,47.06,13.64,1,0.0,0.0,4.0,100.0,0,4
SN41354011,Male,2018,5.3,Disability_Non-disable,0,103,103,2,2,2,1,1,17,30,0,0,6,10,19,17,23,25,42,37,2,4,2,2,1,2,2,2,False,76.47,0.0,216.67,47.06,31.58,0,100.0,0.0,100.0,0.0,1,1
SN14484413,Male,2021,5.5,Disability_Cognitive,0,120,109,1,1,2,2,1,11,37,5,16,4,9,19,20,20,23,10,36,1,1,1,0,1,2,0,0,False,236.36,220.0,375.0,15.0,21.05,0,0.0,-100.0,100.0,0.0,1,0
SN63185645,Female,2021,5.4,Disability_Non-disable,0,107,96,2,1,2,2,2,29,56,0,0,15,19,24,23,28,25,21,44,2,4,1,2,1,2,2,3,False,93.1,0.0,60.0,8.7,4.17,0,100.0,100.0,100.0,50.0,0,1
SN31626544,Female,2020,5.6,Disability_Physical,1,114,114,2,1,2,1,1,25,40,0,1,16,27,28,31,29,32,53,41,2,3,2,2,2,2,1,3,False,60.0,1.0,75.0,3.23,14.29,0,50.0,0.0,0.0,200.0,0,2
SN51424558,Female,2020,5.4,Disability_Non-disable,0,103,103,2,2,2,2,0,18,35,10,13,10,14,19,15,23,29,26,48,2,0,1,2,1,2,0,2,False,94.44,30.0,90.0,93.33,52.63,0,-100.0,100.0,100.0,2.0,0,1
SN40902218,Female,2020,5.2,Disability_Cognitive,0,114,114,3,3,2,0,2,8,27,3,12,7,14,23,20,24,26,9,26,0,2,0,1,0,3,0,2,False,237.5,300.0,228.57,30.0,13.04,0,2.0,1.0,3.0,2.0,0,0
SN57404900,Male,2020,5.3,Disability_Non-disable,0,96,96,3,3,2,1,0,20,30,0,2,10,16,25,26,25,30,18,36,2,2,1,2,1,2,1,2,False,50.0,2.0,150.0,15.38,20.0,0,0.0,100.0,100.0,100.0,1,1
SN88174864,Female,2021,5.0,Disability_Non-disable,0,95,93,2,1,0,0,0,31,48,0,0,14,15,25,29,30,30,39,40,1,2,1,1,2,4,2,2,False,54.84,0.0,78.57,3.45,20.0,0,100.0,0.0,100.0,0.0,0,1
SN59581539,Female,2020,5.1,Disability_Cognitive,0,103,103,2,2,2,2,1,13,38,4,12,5,12,22,19,23,32,14,29,2,2,1,1,1,2,0,1,True,192.31,200.0,340.0,68.42,45.45,1,0.0,0.0,100.0,1.0,0,0
SN14638854,Male,2018,5.6,Disability_Non-disable,0,95,95,5,3,2,0,0,5,26,3,19,2,13,19,21,16,23,11,12,2,3,1,1,1,1,1,0,False,420.0,533.33,850.0,9.52,21.05,0,50.0,0.0,0.0,-100.0,1,1
SN13346608,Female,2016,5.6,Disability_Non-disable,0,101,101,5,3,2,0,0,22,29,0,0,11,12,15,17,22,29,29,27,3,3,1,2,3,2,2,1,True,31.82,0.0,36.36,70.59,93.33,1,0.0,100.0,-33.33,-50.0,0,1
SN54929823,Female,2020,4.9,Disability_Cognitive,0,101,101,3,3,2,2,2,12,29,7,12,7,16,21,16,25,30,23,32,1,3,1,2,0,2,1,2,True,141.67,71.43,200.0,87.5,42.86,1,200.0,100.0,2.0,100.0,0,0
SN81391142,Female,2018,5.5,Disability_Cognitive,0,94,94,2,1,2,2,2,20,26,0,0,16,18,19,17,20,24,26,22,1,2,1,1,1,1,1,2,False,30.0,0.0,18.75,41.18,26.32,0,100.0,0.0,0.0,100.0,0,0
SN73145096,Male,2020,5.7,Disability_Non-disable,0,105,105,2,1,2,2,1,18,44,0,0,13,16,25,32,29,30,11,35,1,2,1,2,1,3,1,2,False,144.44,0.0,92.31,-6.25,20.0,0,100.0,100.0,200.0,100.0,1,1
SN80059048,Male,2018,6.0,Disability_Non-disable,0,116,116,2,2,2,2,0,23,33,11,0,4,9,19,23,28,30,11,26,0,2,1,1,0,2,1,2,False,43.48,-100.0,375.0,30.43,57.89,0,2.0,0.0,2.0,100.0,1,1
SN74184362,Female,2020,5.4,Disability_Cognitive,1,99,99,3,2,2,0,1,18,32,0,1,13,14,19,14,25,26,18,22,2,2,1,1,1,2,1,2,False,77.78,1.0,46.15,85.71,36.84,0,0.0,0.0,100.0,100.0,0,0
SN54593663,Female,2018,5.8,Disability_Non-disable,0,114,114,3,3,1,1,1,23,33,0,0,11,15,22,31,31,30,38,33,2,2,1,1,1,2,0,2,True,43.48,0.0,100.0,-3.23,36.36,1,0.0,0.0,100.0,2.0,0,1
SN55069033,Female,2020,5.8,Disability_Non-disable,0,96,96,2,2,2,2,0,16,28,0,0,7,9,19,16,20,33,14,30,1,2,1,2,1,2,2,2,False,75.0,0.0,171.43,106.25,73.68,0,100.0,100.0,100.0,0.0,0,1
SN41824317,Female,2020,5.1,Disability_Cognitive,1,102,102,2,2,2,0,0,13,45,13,14,9,15,19,27,28,28,18,33,2,2,1,1,1,0,0,1,False,246.15,7.69,111.11,3.7,47.37,0,0.0,0.0,-100.0,1.0,0,0
SN15257135,Female,2021,5.7,Disability_Cognitive,0,117,108,2,2,2,1,1,11,33,4,12,6,14,23,23,22,26,22,28,2,3,1,2,1,2,2,2,False,200.0,200.0,283.33,13.04,13.04,0,50.0,100.0,100.0,0.0,0,0
SN83485376,Male,2018,5.3,Disability_Cognitive,0,114,114,2,1,2,2,2,37,64,0,1,16,24,28,28,30,32,11,31,3,4,1,2,0,1,0,1,False,72.97,1.0,75.0,14.29,14.29,0,33.33,100.0,1.0,1.0,1,0
SN54890562,Male,2021,4.9,Disability_Non-disable,0,91,89,2,1,1,1,0,59,71,0,0,17,18,27,31,28,30,35,41,2,4,2,1,2,2,0,2,False,20.34,0.0,58.82,-3.23,11.11,0,100.0,-50.0,0.0,2.0,1,1
SN97003125,Male,2020,4.9,Disability_Physical,1,95,95,1,1,2,2,2,33,76,0,7,21,26,29,29,29,29,33,51,3,4,1,3,2,4,2,2,False,130.3,7.0,38.1,0.0,0.0,0,33.33,200.0,100.0,0.0,1,2
SN43331973,Male,2017,5.9,Disability_Non-disable,0,115,115,1,1,2,2,2,25,38,0,2,15,18,26,19,25,26,21,32,2,5,1,2,2,3,2,2,True,52.0,2.0,73.33,36.84,0.0,1,150.0,100.0,50.0,0.0,1,1
SN43824345,Female,2016,5.4,Disability_Cognitive,0,97,97,1,1,0,0,0,15,33,7,12,3,12,18,18,25,27,11,31,1,2,1,1,2,2,0,2,True,120.0,71.43,500.0,50.0,50.0,1,100.0,0.0,0.0,2.0,0,0
SN57694034,Male,2021,4.6,Disability_Non-disable,0,120,109,3,3,2,2,1,11,30,5,18,10,7,16,19,18,24,16,37,1,3,1,1,1,2,1,1,True,172.73,260.0,60.0,26.32,50.0,1,200.0,0.0,100.0,0.0,1,1
SN48266996,Male,2017,5.6,Disability_Cognitive,0,89,89,2,1,1,0,0,3,23,2,6,1,8,12,14,12,16,8,11,0,2,0,1,0,1,1,0,True,666.67,200.0,1100.0,14.29,33.33,1,2.0,1.0,1.0,-100.0,1,0
SN65817269,Female,2020,5.0,Disability_SocialEmotional,0,114,114,2,2,2,1,0,8,29,2,16,4,8,20,18,21,25,14,3,1,4,1,2,1,1,1,2,False,262.5,700.0,400.0,38.89,25.0,0,300.0,100.0,0.0,100.0,0,4
SN68847814,Male,2020,5.9,Disability_Cognitive,0,104,104,1,1,2,0,1,14,30,13,18,9,16,20,15,17,24,16,13,2,2,1,2,1,2,1,2,False,114.29,38.46,122.22,60.0,20.0,0,0.0,100.0,100.0,100.0,1,0
SN62770599,Male,2018,5.2,Disability_Non-disable,0,94,94,2,2,1,0,0,23,30,1,3,8,12,14,13,16,25,23,25,1,3,1,1,0,1,0,2,False,30.43,200.0,75.0,92.31,78.57,0,200.0,0.0,1.0,2.0,1,1
SN68646861,Male,2018,5.1,Disability_Non-disable,0,95,95,3,3,2,1,1,40,54,0,1,21,21,23,24,28,29,32,32,3,3,1,2,1,2,2,1,False,35.0,1.0,9.52,20.83,26.09,0,0.0,100.0,100.0,-50.0,1,1
SN94614781,Male,2017,4.7,Disability_Non-disable,0,97,97,1,1,2,2,2,32,42,0,0,18,22,25,25,28,30,14,37,2,2,1,1,1,3,2,2,False,31.25,0.0,38.89,20.0,20.0,0,0.0,0.0,200.0,0.0,1,1
SN24378117,Female,2017,5.6,Disability_SocialEmotional,0,97,97,1,1,2,1,0,14,32,4,14,3,8,18,16,23,24,16,29,1,1,1,1,0,2,1,0,False,128.57,250.0,500.0,50.0,33.33,0,0.0,0.0,2.0,-100.0,0,4
SN41628919,Male,2021,5.2,Disability_Non-disable,0,91,89,6,3,1,1,0,9,27,0,0,9,14,19,16,18,17,21,32,1,3,1,2,0,2,1,2,True,200.0,0.0,111.11,6.25,-10.53,1,200.0,100.0,2.0,100.0,1,1
SN49093416,Male,2021,5.0,Disability_Cognitive,0,107,96,2,2,2,0,0,1,25,0,0,6,16,17,13,16,16,3,8,2,3,1,2,0,3,0,2,True,2400.0,0.0,183.33,23.08,-5.88,1,50.0,100.0,3.0,2.0,1,0
SN06413395,Male,2020,5.3,Disability_Non-disable,0,109,109,4,4,2,1,1,30,38,1,3,22,26,31,33,32,32,47,39,1,2,1,2,2,3,2,1,False,26.67,200.0,40.91,-3.03,3.23,0,100.0,100.0,50.0,-50.0,1,1
SN54617091,Male,2018,5.2,Disability_SocialEmotional,0,110,110,3,1,2,2,2,27,32,0,0,13,17,22,23,25,29,32,34,1,4,1,2,2,2,2,2,False,18.52,0.0,69.23,26.09,31.82,0,300.0,100.0,0.0,0.0,1,4
SN10419316,Male,2020,5.2,Disability_Non-disable,0,95,95,2,1,2,2,2,20,31,12,13,10,13,20,19,22,26,38,45,3,4,1,2,2,4,2,2,False,55.0,8.33,100.0,36.84,30.0,0,33.33,100.0,100.0,0.0,1,1
SN22729519,Male,2020,5.8,Disability_Non-disable,0,105,105,2,2,0,0,0,26,56,0,0,15,24,31,31,29,30,27,48,3,5,2,2,2,4,2,3,False,115.38,0.0,106.67,-3.23,-3.23,0,66.67,0.0,100.0,50.0,1,1
SN95804292,Male,2020,5.8,Disability_Cognitive,1,95,95,1,1,2,1,1,8,15,0,9,3,12,12,9,14,14,3,26,1,3,1,2,0,0,0,1,True,87.5,9.0,300.0,55.56,16.67,1,200.0,100.0,0.0,1.0,1,0
SN84109504,Male,2018,5.4,Disability_Physical,0,88,88,2,2,1,0,0,20,29,0,0,13,13,21,25,23,27,19,28,2,2,2,2,2,2,2,2,True,45.0,0.0,61.54,8.0,28.57,1,0.0,0.0,0.0,0.0,1,2
SN65472179,Male,2020,4.9,Disability_Non-disable,0,99,99,2,2,2,2,1,22,56,0,2,5,16,22,20,24,29,18,27,3,4,2,2,2,3,1,2,False,154.55,2.0,340.0,45.0,31.82,0,33.33,0.0,50.0,100.0,1,1
SN11231619,Female,2020,5.4,Disability_Non-disable,0,116,116,3,2,2,2,2,35,48,0,0,15,18,22,28,29,30,66,43,2,4,2,2,2,2,1,3,False,37.14,0.0,46.67,7.14,36.36,0,100.0,0.0,0.0,200.0,0,1
SN15589287,Male,2021,5.3,Disability_Cognitive,0,95,94,4,4,2,1,1,10,27,4,17,4,6,17,22,24,27,3,7,1,2,1,1,1,2,2,2,True,170.0,325.0,325.0,22.73,58.82,1,100.0,0.0,100.0,0.0,1,0
SN04070700,Female,2020,5.3,Disability_Physical,0,101,101,1,1,1,0,0,28,50,0,0,16,23,28,27,27,29,39,43,2,2,1,2,2,2,1,2,False,78.57,0.0,75.0,7.41,3.57,0,0.0,100.0,0.0,100.0,0,2
SN22482585,Male,2017,4.6,Disability_Non-disable,0,95,95,2,1,0,0,0,29,29,0,0,13,15,20,18,19,24,28,33,1,4,1,2,1,0,0,2,True,0.0,0.0,53.85,33.33,20.0,1,300.0,100.0,-100.0,2.0,1,1
SN97579458,Female,2020,4.8,Disability_Non-disable,0,113,113,1,1,2,1,2,34,48,0,0,26,23,28,29,28,32,39,35,2,3,1,2,1,2,2,2,False,41.18,0.0,7.69,10.34,14.29,0,50.0,100.0,100.0,0.0,0,1
SN36512448,Male,2021,5.2,Disability_SocialEmotional,0,96,95,1,1,1,0,0,7,33,1,15,10,11,19,21,26,30,10,22,2,3,1,2,1,1,2,1,True,371.43,1400.0,90.0,42.86,57.89,1,50.0,100.0,0.0,-50.0,1,4
SN14699080,Male,2020,5.2,Disability_Non-disable,0,105,105,2,2,2,2,2,27,37,0,1,21,15,24,24,29,32,20,46,3,3,1,3,0,4,0,2,True,37.04,1.0,14.29,33.33,33.33,1,0.0,200.0,4.0,2.0,1,1
SN68291537,Female,2020,5.6,Disability_Non-disable,0,114,114,3,3,1,1,1,25,30,11,3,12,14,21,22,25,30,40,43,1,4,1,3,1,2,0,2,False,20.0,-72.73,75.0,36.36,42.86,0,300.0,200.0,100.0,2.0,0,1
SN09192130,Male,2020,5.3,Disability_Non-disable,0,113,113,2,2,2,0,1,30,43,0,0,15,20,26,33,28,30,27,31,3,5,2,2,4,4,2,2,False,43.33,0.0,73.33,-9.09,15.38,0,66.67,0.0,0.0,0.0,1,1
